serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
66211736,2020-08-13-05.38.50.000000,2020-08-13 05:38:50.000,2020-08-13 07:37:46.471,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66211737,2020-08-13-05.38.50.000000,2020-08-13 05:38:50.000,2020-08-13 07:37:46.470,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66211738,2020-08-13-05.38.50.000000,2020-08-13 05:38:50.000,2020-08-13 07:37:46.471,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66211739,2020-08-13-05.38.51.000000,2020-08-13 05:38:51.000,2020-08-13 07:37:46.470,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66211826,2020-08-13-05.48.50.000000,2020-08-13 05:48:50.000,2020-08-13 07:23:46.259,12.0,1,0,312,4,94.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212023,2020-08-13-06.08.42.000000,2020-08-13 06:08:42.000,2020-08-13 06:29:45.501,12.0,1,0,312,4,21.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212315,2020-08-13-06.18.05.000000,2020-08-13 06:18:05.000,2020-08-13 06:26:45.484,2.0,11,6,311,4,8.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66212576,2020-08-13-06.23.20.000000,2020-08-13 06:23:20.000,2020-08-13 10:27:48.341,12.0,1,0,312,4,244.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212575,2020-08-13-06.23.20.000000,2020-08-13 06:23:20.000,2020-08-13 10:27:48.341,12.0,1,0,312,4,244.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212578,2020-08-13-06.23.20.000000,2020-08-13 06:23:20.000,2020-08-13 10:27:48.342,12.0,1,0,312,4,244.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212577,2020-08-13-06.23.20.000000,2020-08-13 06:23:20.000,2020-08-13 10:27:48.341,12.0,1,0,312,4,244.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212613,2020-08-13-06.26.47.000000,2020-08-13 06:26:47.000,2020-08-13 06:43:45.869,12.0,1,0,312,4,16.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66212631,2020-08-13-06.28.05.000000,2020-08-13 06:28:05.000,2020-08-13 06:47:45.777,2.0,11,6,311,4,19.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66212781,2020-08-13-06.42.59.000000,2020-08-13 06:42:59.000,2020-08-13 07:07:45.928,2.0,11,6,311,4,24.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66212856,2020-08-13-06.50.48.000000,2020-08-13 06:50:48.000,2020-08-13 20:02:57.223,12.0,1,0,312,3,792.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66213224,2020-08-13-07.26.47.000000,2020-08-13 07:26:47.000,2020-08-13 07:44:46.437,12.0,1,0,312,4,17.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66213432,2020-08-13-07.48.51.000000,2020-08-13 07:48:51.000,2020-08-13 19:02:56.227,12.0,1,0,312,3,674.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66213445,2020-08-13-07.50.51.000000,2020-08-13 07:50:51.000,2020-08-13 14:22:52.054,12.0,1,0,312,3,392.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66213444,2020-08-13-07.50.51.000000,2020-08-13 07:50:51.000,2020-08-13 14:02:51.684,12.0,1,0,312,3,372.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66213489,2020-08-13-07.55.58.000000,2020-08-13 07:55:58.000,2020-08-13 08:57:47.459,2.0,1,3,312,4,61.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,60-120 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
66213629,2020-08-13-08.08.42.000000,2020-08-13 08:08:42.000,2020-08-13 08:43:47.221,12.0,1,0,312,4,35.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,30-60 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214133,2020-08-13-08.56.53.000000,2020-08-13 16:27:02.000,2020-08-13 16:31:53.937,12.0,1,0,312,3,4.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214410,2020-08-13-09.23.17.000000,2020-08-13 09:23:17.000,2020-08-13 11:24:49.234,12.0,1,0,312,4,121.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214704,2020-08-13-09.48.17.000000,2020-08-13 09:48:17.000,2020-08-13 09:53:47.911,2.0,4,0,312,4,5.0,AutomationFilter Processed,None,Final Response Successfully ESCALATED,Failed Retry,Less than 30 mins,17,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66214769,2020-08-13-09.54.48.000000,2020-08-13 09:54:48.000,2020-08-13 12:22:50.264,12.0,1,0,312,4,148.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214889,2020-08-13-10.04.58.000000,2020-08-13 21:21:43.000,2020-08-14 16:02:14.379,12.0,1,0,312,4,1120.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214897,2020-08-13-10.05.16.000000,2020-08-13 21:21:46.000,2020-08-14 16:02:14.379,12.0,1,0,312,4,1120.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214901,2020-08-13-10.05.45.000000,2020-08-13 10:23:22.000,2020-08-13 12:21:50.270,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214902,2020-08-13-10.05.45.000000,2020-08-13 10:23:22.000,2020-08-13 12:21:50.270,12.0,1,0,312,4,118.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214909,2020-08-13-10.06.44.000000,2020-08-13 10:23:16.000,2020-08-14 14:43:13.286,12.0,1,0,312,4,1699.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214910,2020-08-13-10.06.44.000000,2020-08-13 10:23:16.000,2020-08-14 14:43:13.287,12.0,1,0,312,4,1699.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214932,2020-08-13-10.08.59.000000,2020-08-13 10:08:59.000,2020-08-13 10:14:48.241,2.0,11,1,312,4,5.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66214966,2020-08-13-10.10.15.000000,2020-08-13 21:21:41.000,2020-08-14 16:02:14.380,12.0,1,0,312,4,1120.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214996,2020-08-13-10.14.28.000000,2020-08-13 10:15:59.000,2020-08-14 14:43:13.286,12.0,1,0,312,4,1707.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66214995,2020-08-13-10.14.28.000000,2020-08-13 10:15:59.000,2020-08-14 14:43:13.286,12.0,1,0,312,4,1707.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215118,2020-08-13-10.23.20.000000,2020-08-13 10:23:20.000,2020-08-13 15:35:53.102,12.0,1,0,312,3,312.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215109,2020-08-13-10.23.01.000000,2020-08-13 10:33:18.000,2020-08-13 14:36:52.233,12.0,1,0,312,4,243.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215195,2020-08-13-10.27.40.000000,2020-08-13 21:21:46.000,2020-08-14 16:02:14.379,12.0,1,0,312,4,1120.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215213,2020-08-13-10.28.17.000000,2020-08-13 10:31:18.000,2020-08-13 16:46:53.936,12.0,1,0,312,4,375.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215244,2020-08-13-10.31.17.000000,2020-08-13 10:31:17.000,2020-08-13 10:43:48.731,2.0,4,0,312,4,12.0,AutomationFilter Processed,None,Final Response Successfully ESCALATED,Failed Retry,Less than 30 mins,17,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66215431,2020-08-13-10.47.12.000000,2020-08-13 10:50:35.000,2020-08-14 14:43:13.286,12.0,1,0,312,4,1672.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215432,2020-08-13-10.47.12.000000,2020-08-13 10:50:35.000,2020-08-14 14:43:13.287,12.0,1,0,312,4,1672.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215433,2020-08-13-10.47.14.000000,2020-08-13 10:52:10.000,2020-08-13 12:21:50.270,12.0,1,0,312,4,89.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215434,2020-08-13-10.47.14.000000,2020-08-13 10:52:11.000,2020-08-13 12:21:50.270,12.0,1,0,312,4,89.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66215616,2020-08-13-10.58.51.000000,2020-08-13 12:24:51.000,2020-08-13 18:02:55.140,12.0,1,0,312,3,338.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216396,2020-08-13-11.47.12.000000,2020-08-13 12:35:51.000,2020-08-14 11:01:09.864,12.0,1,0,312,4,1345.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216500,2020-08-13-11.52.29.000000,2020-08-13 12:35:53.000,2020-08-13 13:55:51.689,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216499,2020-08-13-11.52.29.000000,2020-08-13 12:35:53.000,2020-08-13 13:55:51.689,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216550,2020-08-13-11.53.19.000000,2020-08-13 12:29:38.000,2020-08-13 12:41:50.757,12.0,1,0,312,4,12.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216536,2020-08-13-11.53.17.000000,2020-08-13 12:36:40.000,2020-08-13 13:55:51.689,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216541,2020-08-13-11.53.17.000000,2020-08-13 12:36:40.000,2020-08-14 09:37:08.517,12.0,1,0,312,4,1260.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216538,2020-08-13-11.53.17.000000,2020-08-13 12:36:40.000,2020-08-13 13:55:51.690,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216508,2020-08-13-11.52.49.000000,2020-08-13 12:36:33.000,2020-08-13 13:54:51.600,12.0,1,0,312,4,78.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216543,2020-08-13-11.53.17.000000,2020-08-13 12:36:40.000,2020-08-14 09:37:08.516,12.0,1,0,312,4,1260.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216551,2020-08-13-11.53.19.000000,2020-08-13 12:36:41.000,2020-08-13 14:07:51.805,12.0,1,0,312,5,91.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216549,2020-08-13-11.53.19.000000,2020-08-13 12:36:41.000,2020-08-13 13:55:51.689,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216537,2020-08-13-11.53.17.000000,2020-08-13 12:36:40.000,2020-08-13 13:55:51.689,12.0,1,0,312,4,79.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66216704,2020-08-13-12.00.10.000000,2020-08-13 12:00:10.000,2020-08-13 12:03:50.206,2.0,4,6,311,5,3.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Failed Retry,Less than 30 mins,33,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66216739,2020-08-13-12.02.10.000000,2020-08-13 12:36:45.000,2020-08-13 14:01:51.785,12.0,1,0,32,4,85.0,AllActions Completed successfully,None,A Remediation is INPROGRESS,Needed,60-120 mins,-1,Positive,neutral,neutral,neutral,n-autoticket:n-autoresolution:n-notification:
66216740,2020-08-13-12.02.10.000000,2020-08-13 12:36:45.000,2020-08-13 14:01:51.785,12.0,3,0,32,4,85.0,AllActions Completed successfully,None,A Remediation is INPROGRESS,Completed Successfully,60-120 mins,-1,Positive,neutral,neutral,Positive,n-autoresolution:n-notification:
66216791,2020-08-13-12.07.10.000000,2020-08-13 12:07:10.000,2020-08-13 12:11:50.190,2.0,4,6,311,5,4.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Failed Retry,Less than 30 mins,33,neutral,neutral,Positive,negative,ne-autoticket:n-notification:n-enrichment:
66217101,2020-08-13-12.28.52.000000,2020-08-13 12:28:52.000,2020-08-13 14:14:51.959,12.0,1,0,312,4,105.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66217167,2020-08-13-12.33.52.000000,2020-08-13 12:33:52.000,2020-08-13 14:09:51.865,12.0,1,0,312,4,95.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66217251,2020-08-13-12.38.51.000000,2020-08-13 12:38:51.000,2020-08-14 09:03:07.810,12.0,1,0,312,3,1224.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,960 - 1920 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66217337,2020-08-13-12.47.23.000000,2020-08-13 18:32:23.000,2020-08-13 20:02:57.219,12.0,3,0,32,4,90.0,AllActions Completed successfully,None,A Remediation is INPROGRESS,Completed Successfully,60-120 mins,-1,Positive,neutral,neutral,Positive,n-autoresolution:n-notification:
66217487,2020-08-13-13.02.37.000000,2020-08-13 20:04:42.000,2020-08-14 09:03:07.809,12.0,1,0,312,3,778.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66218024,2020-08-13-13.46.49.000000,2020-08-13 13:46:49.000,2020-08-13 18:42:55.780,12.0,1,0,312,3,296.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66218025,2020-08-13-13.46.49.000000,2020-08-13 13:46:49.000,2020-08-13 18:42:55.780,12.0,1,0,312,3,296.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,240 - 480 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66218483,2020-08-13-14.25.28.000000,2020-08-13 14:25:28.000,2020-08-13 15:16:53.051,2.0,1,3,312,4,51.0,AutomationFilter Processed,Successfully Delivered,Final Response Successfully ESCALATED,Needed,30-60 mins,20,neutral,Positive,Positive,neutral,n-autoticket:n-enrichment:
66218924,2020-08-13-15.05.24.000000,2020-08-13 18:49:42.000,2020-08-14 09:03:07.809,12.0,1,0,312,3,853.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219598,2020-08-13-16.09.22.000000,2020-08-13 16:09:22.000,2020-08-13 17:55:55.070,12.0,1,0,312,4,106.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219740,2020-08-13-16.23.52.000000,2020-08-13 16:23:52.000,2020-08-13 17:44:54.809,12.0,1,0,312,4,81.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219766,2020-08-13-16.26.50.000000,2020-08-13 16:26:50.000,2020-08-13 18:42:55.778,12.0,1,0,312,3,136.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219786,2020-08-13-16.28.50.000000,2020-08-13 16:28:50.000,2020-08-13 18:42:55.779,12.0,1,0,312,3,134.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219808,2020-08-13-16.30.55.000000,2020-08-13 16:30:55.000,2020-08-13 18:42:55.779,12.0,1,0,312,3,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219810,2020-08-13-16.30.56.000000,2020-08-13 16:30:56.000,2020-08-13 18:42:55.779,12.0,1,0,312,3,131.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219809,2020-08-13-16.30.55.000000,2020-08-13 16:30:55.000,2020-08-13 18:42:55.779,12.0,1,0,312,3,132.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219835,2020-08-13-16.32.35.000000,2020-08-14 16:57:31.000,2020-08-14 17:01:15.234,1.0,3,1,312,4,3.0,Enrichment-done,Required,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,-1,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66219839,2020-08-13-16.32.51.000000,2020-08-13 16:32:51.000,2020-08-13 18:42:55.780,12.0,1,0,312,3,130.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219820,2020-08-13-16.31.54.000000,2020-08-14 07:32:03.000,2020-08-14 07:37:06.548,12.0,1,0,312,3,5.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66219892,2020-08-13-16.36.51.000000,2020-08-13 16:36:51.000,2020-08-13 18:42:55.780,12.0,1,0,312,3,126.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66220314,2020-08-13-17.20.53.000000,2020-08-13 17:20:53.000,2020-08-14 09:03:07.810,12.0,1,0,312,3,942.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66220336,2020-08-13-17.24.00.000000,2020-08-13 17:24:00.000,2020-08-13 17:31:54.824,2.0,11,6,311,4,7.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66220482,2020-08-13-17.36.54.000000,2020-08-13 17:36:54.000,2020-08-13 20:02:57.223,12.0,1,0,312,3,146.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,120 - 240 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66220615,2020-08-13-17.52.04.000000,2020-08-13 17:52:04.000,2020-08-13 18:03:55.127,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66220797,2020-08-13-18.08.56.000000,2020-08-13 18:10:51.000,2020-08-13 20:02:57.222,12.0,1,0,312,3,112.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,60-120 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66220823,2020-08-13-18.11.45.000000,2020-08-13 18:25:16.000,2020-08-13 18:32:55.474,0.0,11,0,312,4,7.0,None,None,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,22,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66221153,2020-08-13-18.36.25.000000,2020-08-13 18:36:25.000,2020-08-13 18:47:55.991,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66221201,2020-08-13-18.40.59.000000,2020-08-13 18:40:59.000,2020-08-13 18:52:55.879,2.0,11,6,311,4,11.0,AutomationFilter Processed,SheduledWait ZHNotifyTime to expire,Final Response Successfully RESOLVED,Successfully Completed Final,Less than 30 mins,10,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66221539,2020-08-13-19.10.12.000000,2020-08-13 19:10:12.000,2020-08-14 09:32:08.242,12.0,1,0,312,3,861.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221560,2020-08-13-19.11.32.000000,2020-08-13 19:11:32.000,2020-08-13 19:27:56.547,12.0,1,0,312,4,16.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,Less than 30 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221555,2020-08-13-19.11.12.000000,2020-08-13 19:11:12.000,2020-08-14 09:32:08.241,12.0,1,0,312,3,860.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221557,2020-08-13-19.11.13.000000,2020-08-13 19:11:13.000,2020-08-13 19:27:56.547,2.0,11,1,312,4,16.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66221601,2020-08-13-19.15.34.000000,2020-08-13 19:15:34.000,2020-08-14 09:32:08.242,12.0,1,0,312,3,856.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221596,2020-08-13-19.15.09.000000,2020-08-13 19:15:09.000,2020-08-14 09:32:08.242,12.0,1,0,312,3,856.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221723,2020-08-13-19.21.14.000000,2020-08-13 19:21:14.000,2020-08-13 19:36:56.689,2.0,11,1,312,4,15.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
66221725,2020-08-13-19.21.24.000000,2020-08-13 19:21:24.000,2020-08-14 09:32:08.242,12.0,1,0,312,3,850.0,AllActions Completed successfully,None,Final Response Successfully ESCALATED,Needed,480 - 960 mins,9,Positive,neutral,Positive,neutral,n-autoticket:n-notification:
66221861,2020-08-13-19.31.14.000000,2020-08-13 19:31:14.000,2020-08-13 19:44:56.815,2.0,11,1,312,4,13.0,AutomationFilter Processed,Required,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,6,neutral,neutral,Positive,Positive,n-notification:n-enrichment:
